ID,Year,Location,Question,Value,Sample_Size,Total,Age,Education,Gender,Income,Race/Ethnicity
39171,2015,Oklahoma,Percent of adults aged 18 years and older who have obesity,33.9,6521.0,Total,,,,,
39184,2012,Maryland,Percent of adults aged 18 years and older who have obesity,31.6,3157.0,,,High school graduate,,,
39189,2013,Utah,Percent of adults aged 18 years and older who have obesity,30.7,1977.0,,45 - 54,,,,
39192,2014,Hawaii,Percent of adults aged 18 years and older who have obesity,23.2,1970.0,,,Some college or technical school,,,
39197,2011,Nevada,Percent of adults aged 18 years and older who have obesity,24.0,725.0,,,,,"$35,000 - $49,999",
39202,2014,Oregon,Percent of adults aged 18 years and older who have obesity,27.1,1956.0,,65 or older,,,,
39206,2013,Kentucky,Percent of adults aged 18 years and older who have obesity,38.6,1924.0,,45 - 54,,,,
39210,2013,Kansas,Percent of adults aged 18 years and older who have obesity,31.0,343.0,,,,,,2 or more races
39222,2014,Connecticut,Percent of adults aged 18 years and older who have obesity,30.9,791.0,,,,,"$15,000 - $24,999",
39226,2012,Delaware,Percent of adults aged 18 years and older who have obesity,2.9,55.0,,,,,,Asian
39239,2014,Oklahoma,Percent of adults aged 18 years and older who have obesity,28.9,2932.0,,65 or older,,,,
39241,2014,North Dakota,Percent of adults aged 18 years and older who have obesity,33.8,953.0,,,,,"$35,000 - $49,999",
39254,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
39273,2014,Michigan,Percent of adults aged 18 years and older who have obesity,36.0,1919.0,,55 - 64,,,,
39276,2014,Wisconsin,Percent of adults aged 18 years and older who have obesity,30.5,3573.0,,,,Female,,
39283,2012,Illinois,Percent of adults aged 18 years and older who have obesity,28.0,3239.0,,,,Female,,
39292,2012,Minnesota,Percent of adults aged 18 years and older who have obesity,21.8,1233.0,,25 - 34,,,,
39294,2015,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.6,677.0,,,,,"$35,000 - $49,999",
39301,2013,Arkansas,Percent of adults aged 18 years and older who have obesity,35.2,1980.0,,,,Male,,
39309,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,25.5,481.0,,25 - 34,,,,
39311,2014,District of Columbia,Percent of adults aged 18 years and older who have obesity,19.9,133.0,,,,,,Hispanic
39320,2012,Tennessee,Percent of adults aged 18 years and older who have obesity,40.7,895.0,,,,,,Non-Hispanic Black
39327,2015,Missouri,Percent of adults aged 18 years and older who have obesity,33.5,2950.0,,,,Male,,
39328,2011,Kentucky,Percent of adults aged 18 years and older who have obesity,47.1,54.0,,,,,,Other
39337,2013,Florida,Percent of adults aged 18 years and older who have obesity,32.0,2996.0,,35 - 44,,,,
39345,2013,Utah,Percent of adults aged 18 years and older who have obesity,26.3,794.0,,,,,"Less than $15,000",
39353,2011,Virginia,Percent of adults aged 18 years and older who have obesity,26.1,1778.0,,,,,"$75,000 or greater",
39358,2011,North Dakota,Percent of adults aged 18 years and older who have obesity,10.7,230.0,,18 - 24,,,,
39361,2014,Wyoming,Percent of adults aged 18 years and older who have obesity,29.2,3483.0,,,,Female,,
39362,2015,Michigan,Percent of adults aged 18 years and older who have obesity,41.0,189.0,,,,,,Hispanic
39365,2012,Connecticut,Percent of adults aged 18 years and older who have obesity,33.0,520.0,,,Less than high school,,,
39366,2011,Delaware,Percent of adults aged 18 years and older who have obesity,24.1,1601.0,,,College graduate,,,
39373,2012,Arizona,Percent of adults aged 18 years and older who have obesity,22.4,972.0,,,,,Data not reported,
39385,2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,29.8,2767.0,,,,Female,,
39386,2012,Iowa,Percent of adults aged 18 years and older who have obesity,30.1,735.0,,,,,"$25,000 - $34,999",
39390,2012,Arizona,Percent of adults aged 18 years and older who have obesity,30.9,1050.0,,,,,,Hispanic
39404,2011,Louisiana,Percent of adults aged 18 years and older who have obesity,33.0,3471.0,,,,Male,,
39454,2015,Wyoming,Percent of adults aged 18 years and older who have obesity,28.6,752.0,,,,,"$50,000 - $74,999",
39456,2011,New York,Percent of adults aged 18 years and older who have obesity,26.9,1764.0,,,High school graduate,,,
39459,2015,New Jersey,Percent of adults aged 18 years and older who have obesity,31.5,1266.0,,,,,"$15,000 - $24,999",
39461,2014,Georgia,Percent of adults aged 18 years and older who have obesity,23.3,201.0,,,,,,Hispanic
39468,2012,Maine,Percent of adults aged 18 years and older who have obesity,,,,,,,,Non-Hispanic Black
39470,2014,District of Columbia,Percent of adults aged 18 years and older who have obesity,32.8,607.0,,45 - 54,,,,
39471,2013,Maine,Percent of adults aged 18 years and older who have obesity,35.6,839.0,,,,,"Less than $15,000",
39472,2015,District of Columbia,Percent of adults aged 18 years and older who have obesity,29.7,1599.0,,65 or older,,,,
39477,2013,Nevada,Percent of adults aged 18 years and older who have obesity,26.4,3612.0,,,,,,Non-Hispanic White
39478,2014,Maine,Percent of adults aged 18 years and older who have obesity,23.7,2048.0,,,,,"$75,000 or greater",
39486,2012,Iowa,Percent of adults aged 18 years and older who have obesity,35.4,53.0,,,,,,2 or more races
39490,2015,Kentucky,Percent of adults aged 18 years and older who have obesity,32.9,4952.0,,,,Female,,
39491,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,22.8,1977.0,,,Some college or technical school,,,
39492,2015,Georgia,Percent of adults aged 18 years and older who have obesity,24.4,1560.0,,,College graduate,,,
39494,2015,Minnesota,Percent of adults aged 18 years and older who have obesity,23.2,4992.0,,,,,"$75,000 or greater",
39496,2013,South Carolina,Percent of adults aged 18 years and older who have obesity,36.1,1808.0,,,,,"$15,000 - $24,999",
39508,2013,Hawaii,Percent of adults aged 18 years and older who have obesity,56.2,243.0,,,,,,Hawaiian/Pacific Islander
39513,2015,Arizona,Percent of adults aged 18 years and older who have obesity,30.5,916.0,,,,,"$50,000 - $74,999",
39515,2012,Vermont,Percent of adults aged 18 years and older who have obesity,29.8,852.0,,,,,"$15,000 - $24,999",
39517,2015,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.1,2885.0,,,,Female,,
39520,2014,South Carolina,Percent of adults aged 18 years and older who have obesity,27.8,84.0,,,,,,American Indian/Alaska Native
39525,2011,Vermont,Percent of adults aged 18 years and older who have obesity,27.3,2827.0,,,,Male,,
39531,2013,West Virginia,Percent of adults aged 18 years and older who have obesity,29.1,1728.0,,65 or older,,,,
39535,2013,Arizona,Percent of adults aged 18 years and older who have obesity,29.6,361.0,,25 - 34,,,,
39536,2013,New Jersey,Percent of adults aged 18 years and older who have obesity,28.1,2896.0,,,Some college or technical school,,,
39542,2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,20.5,487.0,,,,,"$50,000 - $74,999",
39545,2012,Florida,Percent of adults aged 18 years and older who have obesity,28.5,882.0,,,,,"Less than $15,000",
39546,2015,North Dakota,Percent of adults aged 18 years and older who have obesity,34.7,400.0,,,,,"$25,000 - $34,999",
39555,2013,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
39564,2014,California,Percent of adults aged 18 years and older who have obesity,24.0,3932.0,,,,Male,,
39567,2013,Idaho,Percent of adults aged 18 years and older who have obesity,32.3,392.0,,,Less than high school,,,
39571,2012,Vermont,Percent of adults aged 18 years and older who have obesity,24.5,58.0,,,,,,2 or more races
39574,2015,New Hampshire,Percent of adults aged 18 years and older who have obesity,29.9,744.0,,,,,"$35,000 - $49,999",
39579,2012,South Dakota,Percent of adults aged 18 years and older who have obesity,28.1,7433.0,Total,,,,,
39602,2015,Tennessee,Percent of adults aged 18 years and older who have obesity,33.4,658.0,,,,,"$35,000 - $49,999",
39603,2012,Wyoming,Percent of adults aged 18 years and older who have obesity,20.5,2340.0,,65 or older,,,,
39609,2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,37.5,331.0,,,Less than high school,,,
39614,2011,Washington,Percent of adults aged 18 years and older who have obesity,22.1,1693.0,,,,,Data not reported,
39616,2011,Oregon,Percent of adults aged 18 years and older who have obesity,32.6,454.0,,,,,,2 or more races
39623,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,32.2,685.0,,,,,"$35,000 - $49,999",
39624,2012,Pennsylvania,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
39646,2014,South Dakota,Percent of adults aged 18 years and older who have obesity,40.7,685.0,,,,,,American Indian/Alaska Native
39647,2013,Kentucky,Percent of adults aged 18 years and older who have obesity,29.7,3296.0,,65 or older,,,,
39659,2012,Arizona,Percent of adults aged 18 years and older who have obesity,29.1,1204.0,,,,,"$15,000 - $24,999",
39662,2015,Illinois,Percent of adults aged 18 years and older who have obesity,22.4,61.0,,,,,,2 or more races
39675,2014,Hawaii,Percent of adults aged 18 years and older who have obesity,23.9,1544.0,,55 - 64,,,,
39689,2011,District of Columbia,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
39700,2015,New Jersey,Percent of adults aged 18 years and older who have obesity,10.7,533.0,,18 - 24,,,,
39701,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,24.9,5249.0,,,,,,Non-Hispanic White
39707,2011,Washington,Percent of adults aged 18 years and older who have obesity,28.7,891.0,,,,,"Less than $15,000",
39709,2015,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hispanic
39717,2013,Kansas,Percent of adults aged 18 years and older who have obesity,30.6,3213.0,,,,,"$50,000 - $74,999",
39719,2011,Indiana,Percent of adults aged 18 years and older who have obesity,19.6,357.0,,18 - 24,,,,
39725,2011,North Carolina,Percent of adults aged 18 years and older who have obesity,37.7,228.0,,,,,,American Indian/Alaska Native
39734,2013,Virginia,Percent of adults aged 18 years and older who have obesity,33.3,1761.0,,55 - 64,,,,
39735,2011,Mississippi,Percent of adults aged 18 years and older who have obesity,,,,,,,,American Indian/Alaska Native
39741,2013,South Dakota,Percent of adults aged 18 years and older who have obesity,29.9,5596.0,,,,,,Non-Hispanic White
39770,2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,26.9,779.0,,,,,"$35,000 - $49,999",
39773,2015,Vermont,Percent of adults aged 18 years and older who have obesity,31.2,1781.0,,,High school graduate,,,
39791,2012,South Dakota,Percent of adults aged 18 years and older who have obesity,27.8,6383.0,,,,,,Non-Hispanic White
39811,2015,Alabama,Percent of adults aged 18 years and older who have obesity,30.2,2487.0,,65 or older,,,,
39812,2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,24.9,2791.0,,,,Female,,
39813,2014,Idaho,Percent of adults aged 18 years and older who have obesity,28.7,2198.0,,,,Male,,
39815,2012,Virginia,Percent of adults aged 18 years and older who have obesity,27.4,6948.0,Total,,,,,
39823,2014,Tennessee,Percent of adults aged 18 years and older who have obesity,23.9,1908.0,,65 or older,,,,
39824,2013,Kansas,Percent of adults aged 18 years and older who have obesity,27.8,67.0,,,,,,Other
39826,2012,South Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
39830,2013,Idaho,Percent of adults aged 18 years and older who have obesity,31.1,1528.0,,,High school graduate,,,
39831,2011,Connecticut,Percent of adults aged 18 years and older who have obesity,27.0,1287.0,,45 - 54,,,,
39842,2012,Maryland,Percent of adults aged 18 years and older who have obesity,26.2,3990.0,,65 or older,,,,
39851,2014,Utah,Percent of adults aged 18 years and older who have obesity,25.7,13965.0,Total,,,,,
39853,2012,Nebraska,Percent of adults aged 18 years and older who have obesity,28.3,16725.0,,,,,,Non-Hispanic White
39854,2012,Massachusetts,Percent of adults aged 18 years and older who have obesity,25.2,414.0,,,,,,Other
39855,2012,New Hampshire,Percent of adults aged 18 years and older who have obesity,30.0,833.0,,35 - 44,,,,
39856,2015,Idaho,Percent of adults aged 18 years and older who have obesity,29.6,1505.0,,,High school graduate,,,
39859,2013,New Mexico,Percent of adults aged 18 years and older who have obesity,35.5,103.0,,,,,,Non-Hispanic Black
39872,2013,Washington,Percent of adults aged 18 years and older who have obesity,27.2,10554.0,Total,,,,,
39879,2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,30.0,2458.0,,,Some college or technical school,,,
39894,2011,Minnesota,Percent of adults aged 18 years and older who have obesity,23.0,1625.0,,,,,Data not reported,
39911,2013,Tennessee,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hispanic
39917,2014,Washington,Percent of adults aged 18 years and older who have obesity,28.0,8009.0,,,,,,Non-Hispanic White
39920,2015,Mississippi,Percent of adults aged 18 years and older who have obesity,35.0,1783.0,,,High school graduate,,,
39925,2015,Nebraska,Percent of adults aged 18 years and older who have obesity,32.0,5699.0,,65 or older,,,,
39934,2012,Hawaii,Percent of adults aged 18 years and older who have obesity,26.8,3490.0,,,,Male,,
39939,2012,Illinois,Percent of adults aged 18 years and older who have obesity,28.3,371.0,,,,,,Hispanic
39949,2011,Missouri,Percent of adults aged 18 years and older who have obesity,29.4,5161.0,,,,,,Non-Hispanic White
39964,2011,Florida,Percent of adults aged 18 years and older who have obesity,26.6,11770.0,Total,,,,,
39980,2011,Oklahoma,Percent of adults aged 18 years and older who have obesity,32.7,1405.0,,45 - 54,,,,
39998,2014,West Virginia,Percent of adults aged 18 years and older who have obesity,46.0,128.0,,,,,,Non-Hispanic Black
40013,2012,Nevada,Percent of adults aged 18 years and older who have obesity,21.5,559.0,,,,,Data not reported,
40021,2011,Texas,Percent of adults aged 18 years and older who have obesity,28.3,175.0,,,,,,2 or more races
40038,2014,Montana,Percent of adults aged 18 years and older who have obesity,36.8,124.0,,,,,,2 or more races
40040,2014,Minnesota,Percent of adults aged 18 years and older who have obesity,24.5,4911.0,,,,,"$75,000 or greater",
40042,2013,New York,Percent of adults aged 18 years and older who have obesity,26.1,4841.0,,,,Female,,
40064,2012,Pennsylvania,Percent of adults aged 18 years and older who have obesity,22.9,4167.0,,,,,"$75,000 or greater",
40070,2011,Kentucky,Percent of adults aged 18 years and older who have obesity,21.2,343.0,,18 - 24,,,,
40075,2013,California,Percent of adults aged 18 years and older who have obesity,27.4,1406.0,,,,,"$15,000 - $24,999",
40085,2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,23.5,1118.0,,25 - 34,,,,
40091,2011,Wisconsin,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
40100,2012,Hawaii,Percent of adults aged 18 years and older who have obesity,17.3,613.0,,18 - 24,,,,
40103,2013,Virginia,Percent of adults aged 18 years and older who have obesity,27.1,3411.0,,,,Male,,
40107,2015,Washington,Percent of adults aged 18 years and older who have obesity,26.4,14694.0,Total,,,,,
40111,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,37.0,1765.0,,55 - 64,,,,
40120,2011,Alabama,Percent of adults aged 18 years and older who have obesity,34.8,1367.0,,,,,"$15,000 - $24,999",
40123,2013,Montana,Percent of adults aged 18 years and older who have obesity,27.7,2123.0,,55 - 64,,,,
40127,2015,Wyoming,Percent of adults aged 18 years and older who have obesity,30.1,658.0,,,,,"$35,000 - $49,999",
40129,2013,New Mexico,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
40135,2012,Oregon,Percent of adults aged 18 years and older who have obesity,35.4,293.0,,,Less than high school,,,
40136,2014,Pennsylvania,Percent of adults aged 18 years and older who have obesity,31.2,4387.0,,,,Male,,
40139,2012,Arizona,Percent of adults aged 18 years and older who have obesity,23.1,5108.0,,,,,,Non-Hispanic White
40142,2015,Missouri,Percent of adults aged 18 years and older who have obesity,33.4,1481.0,,,,,"$75,000 or greater",
40143,2014,Pennsylvania,Percent of adults aged 18 years and older who have obesity,33.2,1717.0,,45 - 54,,,,
40148,2013,Massachusetts,Percent of adults aged 18 years and older who have obesity,25.9,5798.0,,,,Male,,
40152,2013,Illinois,Percent of adults aged 18 years and older who have obesity,28.0,865.0,,,,,"$50,000 - $74,999",
40155,2015,Alabama,Percent of adults aged 18 years and older who have obesity,39.4,112.0,,,,,,American Indian/Alaska Native
40161,2012,Mississippi,Percent of adults aged 18 years and older who have obesity,40.9,769.0,,35 - 44,,,,
40162,2011,Missouri,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
40165,2013,Connecticut,Percent of adults aged 18 years and older who have obesity,29.6,568.0,,,,,"Less than $15,000",
40169,2014,Indiana,Percent of adults aged 18 years and older who have obesity,19.9,537.0,,18 - 24,,,,
40174,2013,Ohio,Percent of adults aged 18 years and older who have obesity,35.0,2057.0,,45 - 54,,,,
40179,2015,Wyoming,Percent of adults aged 18 years and older who have obesity,20.4,139.0,,18 - 24,,,,
40183,2011,Idaho,Percent of adults aged 18 years and older who have obesity,32.0,1004.0,,45 - 54,,,,
40189,2013,Hawaii,Percent of adults aged 18 years and older who have obesity,16.1,2227.0,,65 or older,,,,
40201,2015,Colorado,Percent of adults aged 18 years and older who have obesity,22.5,2839.0,,,High school graduate,,,
40207,2012,Indiana,Percent of adults aged 18 years and older who have obesity,36.9,964.0,,,,,"Less than $15,000",
40214,2013,South Carolina,Percent of adults aged 18 years and older who have obesity,33.9,2644.0,,,Some college or technical school,,,
40220,2013,Montana,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
40221,2012,Wisconsin,Percent of adults aged 18 years and older who have obesity,32.4,807.0,,,,,"$50,000 - $74,999",
40222,2014,Alaska,Percent of adults aged 18 years and older who have obesity,32.8,218.0,,,Less than high school,,,
40236,2015,Alaska,Percent of adults aged 18 years and older who have obesity,26.0,269.0,,,,,"$25,000 - $34,999",
40244,2015,Oregon,Percent of adults aged 18 years and older who have obesity,11.9,66.0,,,,,,Asian
40246,2012,New Mexico,Percent of adults aged 18 years and older who have obesity,27.1,8385.0,Total,,,,,
40249,2014,Oklahoma,Percent of adults aged 18 years and older who have obesity,32.5,4653.0,,,,Female,,
40255,2014,Nevada,Percent of adults aged 18 years and older who have obesity,26.2,934.0,,,High school graduate,,,
40256,2014,Kansas,Percent of adults aged 18 years and older who have obesity,31.3,12825.0,Total,,,,,
40267,2014,Nevada,Percent of adults aged 18 years and older who have obesity,27.5,545.0,,,,,"$15,000 - $24,999",
40277,2012,Utah,Percent of adults aged 18 years and older who have obesity,13.9,50.0,,,,,,Non-Hispanic Black
40278,2011,South Dakota,Percent of adults aged 18 years and older who have obesity,34.9,1717.0,,55 - 64,,,,
40282,2015,Kansas,Percent of adults aged 18 years and older who have obesity,39.3,1244.0,,,Less than high school,,,
40284,2014,Georgia,Percent of adults aged 18 years and older who have obesity,32.0,976.0,,,,,"$15,000 - $24,999",
40293,2012,Alaska,Percent of adults aged 18 years and older who have obesity,20.1,610.0,,25 - 34,,,,
40300,2014,Minnesota,Percent of adults aged 18 years and older who have obesity,32.7,398.0,,,,,,Non-Hispanic Black
40308,2013,Michigan,Percent of adults aged 18 years and older who have obesity,27.8,2755.0,,,,,"$75,000 or greater",
40309,2014,Kentucky,Percent of adults aged 18 years and older who have obesity,37.1,1833.0,,45 - 54,,,,
40317,2013,Connecticut,Percent of adults aged 18 years and older who have obesity,21.2,2541.0,,,,,"$75,000 or greater",
40319,2012,Iowa,Percent of adults aged 18 years and older who have obesity,39.4,200.0,,,,,,Hispanic
40327,2014,South Dakota,Percent of adults aged 18 years and older who have obesity,30.5,467.0,,,Less than high school,,,
40330,2015,Michigan,Percent of adults aged 18 years and older who have obesity,35.7,1415.0,,45 - 54,,,,
40342,2011,Texas,Percent of adults aged 18 years and older who have obesity,34.4,3113.0,,,,,,Hispanic
40345,2015,Arizona,Percent of adults aged 18 years and older who have obesity,27.1,4083.0,,,,Female,,
40348,2012,Missouri,Percent of adults aged 18 years and older who have obesity,29.8,817.0,,,,,"$35,000 - $49,999",
40358,2012,Washington,Percent of adults aged 18 years and older who have obesity,26.3,8092.0,,,,Female,,
40364,2012,Indiana,Percent of adults aged 18 years and older who have obesity,30.3,274.0,,,,,,Hispanic
40369,2015,Wyoming,Percent of adults aged 18 years and older who have obesity,30.9,1506.0,,,High school graduate,,,
40370,2011,South Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Asian
40373,2015,Washington,Percent of adults aged 18 years and older who have obesity,24.3,1311.0,,25 - 34,,,,
40386,2015,Utah,Percent of adults aged 18 years and older who have obesity,21.9,3489.0,,,,,"$75,000 or greater",
40389,2015,Arkansas,Percent of adults aged 18 years and older who have obesity,36.2,524.0,,,Less than high school,,,
40394,2012,Ohio,Percent of adults aged 18 years and older who have obesity,33.5,1253.0,,,,,"Less than $15,000",
40395,2013,California,Percent of adults aged 18 years and older who have obesity,30.6,2753.0,,,,,,Hispanic
40397,2015,Nevada,Percent of adults aged 18 years and older who have obesity,34.4,196.0,,,Less than high school,,,
40398,2013,Colorado,Percent of adults aged 18 years and older who have obesity,21.8,7096.0,,,,Female,,
40402,2011,Idaho,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
40406,2012,Wyoming,Percent of adults aged 18 years and older who have obesity,25.6,1870.0,,,Some college or technical school,,,
40408,2011,Delaware,Percent of adults aged 18 years and older who have obesity,14.2,235.0,,18 - 24,,,,
40411,2014,Florida,Percent of adults aged 18 years and older who have obesity,24.4,6670.0,,,,,,Non-Hispanic White
40413,2014,Delaware,Percent of adults aged 18 years and older who have obesity,35.5,323.0,,,,,"Less than $15,000",
40420,2012,New Mexico,Percent of adults aged 18 years and older who have obesity,20.4,2538.0,,65 or older,,,,
40432,2015,Maine,Percent of adults aged 18 years and older who have obesity,30.0,8579.0,Total,,,,,
40436,2011,Oregon,Percent of adults aged 18 years and older who have obesity,26.1,5057.0,,,,,,Non-Hispanic White
40442,2011,Maryland,Percent of adults aged 18 years and older who have obesity,26.1,2749.0,,65 or older,,,,
40451,2015,Iowa,Percent of adults aged 18 years and older who have obesity,32.2,431.0,,25 - 34,,,,
40457,2014,Oregon,Percent of adults aged 18 years and older who have obesity,8.5,69.0,,,,,,Asian
40466,2015,Nebraska,Percent of adults aged 18 years and older who have obesity,36.5,3581.0,,55 - 64,,,,
40475,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
40484,2012,Oregon,Percent of adults aged 18 years and older who have obesity,27.3,5056.0,Total,,,,,
40488,2013,Oregon,Percent of adults aged 18 years and older who have obesity,25.0,3144.0,,,,Female,,
40496,2011,Rhode Island,Percent of adults aged 18 years and older who have obesity,,,,,,,,2 or more races
40499,2015,Tennessee,Percent of adults aged 18 years and older who have obesity,19.2,75.0,,,,,,Hispanic
40522,2014,Montana,Percent of adults aged 18 years and older who have obesity,20.5,2412.0,,,College graduate,,,
40529,2012,Tennessee,Percent of adults aged 18 years and older who have obesity,37.0,1490.0,,55 - 64,,,,
40533,2013,Maryland,Percent of adults aged 18 years and older who have obesity,30.9,793.0,,,Less than high school,,,
40534,2013,Iowa,Percent of adults aged 18 years and older who have obesity,32.4,3226.0,,,,Male,,
40537,2014,Nebraska,Percent of adults aged 18 years and older who have obesity,33.8,2477.0,,35 - 44,,,,
40551,2012,Wyoming,Percent of adults aged 18 years and older who have obesity,24.3,5443.0,,,,,,Non-Hispanic White
40560,2015,Arizona,Percent of adults aged 18 years and older who have obesity,33.4,1419.0,,55 - 64,,,,
40572,2012,New York,Percent of adults aged 18 years and older who have obesity,,,,,,,,Hawaiian/Pacific Islander
40573,2012,Mississippi,Percent of adults aged 18 years and older who have obesity,27.5,1100.0,,,,,"$75,000 or greater",
40576,2015,Vermont,Percent of adults aged 18 years and older who have obesity,20.2,1636.0,,,,,"$75,000 or greater",
40577,2013,Georgia,Percent of adults aged 18 years and older who have obesity,25.2,1108.0,,,,,Data not reported,
40594,2012,North Dakota,Percent of adults aged 18 years and older who have obesity,,,,,,,,Other
40598,2013,Delaware,Percent of adults aged 18 years and older who have obesity,31.7,665.0,,,,,"$50,000 - $74,999",
40604,2015,New Mexico,Percent of adults aged 18 years and older who have obesity,31.3,805.0,,,,,"$50,000 - $74,999",
40609,2014,Nebraska,Percent of adults aged 18 years and older who have obesity,37.3,367.0,,,,,,Non-Hispanic Black
40617,2011,Louisiana,Percent of adults aged 18 years and older who have obesity,25.1,94.0,,,,,,Other
40641,2013,Wisconsin,Percent of adults aged 18 years and older who have obesity,28.1,1280.0,,,,,"$75,000 or greater",
40649,2014,Michigan,Percent of adults aged 18 years and older who have obesity,28.4,54.0,,,,,,American Indian/Alaska Native
40651,2015,Washington,Percent of adults aged 18 years and older who have obesity,29.6,1555.0,,,,,"$15,000 - $24,999",
40655,2014,Montana,Percent of adults aged 18 years and older who have obesity,30.3,1258.0,,,,,"$15,000 - $24,999",
40660,2012,District of Columbia,Percent of adults aged 18 years and older who have obesity,29.3,446.0,,,,,Data not reported,
40666,2014,Florida,Percent of adults aged 18 years and older who have obesity,26.6,5387.0,,,,Female,,
40672,2011,Georgia,Percent of adults aged 18 years and older who have obesity,21.3,2096.0,,,,,"$75,000 or greater",
40674,2011,South Dakota,Percent of adults aged 18 years and older who have obesity,33.3,1388.0,,45 - 54,,,,
40680,2014,Colorado,Percent of adults aged 18 years and older who have obesity,18.8,4066.0,,,,,"$75,000 or greater",
40685,2015,Arizona,Percent of adults aged 18 years and older who have obesity,23.6,1340.0,,,,,Data not reported,
40690,2011,Arkansas,Percent of adults aged 18 years and older who have obesity,26.1,1842.0,,65 or older,,,,
40694,2014,Ohio,Percent of adults aged 18 years and older who have obesity,28.0,1414.0,,,,,Data not reported,
40696,2012,Kentucky,Percent of adults aged 18 years and older who have obesity,17.2,478.0,,18 - 24,,,,
40697,2013,North Carolina,Percent of adults aged 18 years and older who have obesity,25.7,1577.0,,,,,"$75,000 or greater",
40703,2013,District of Columbia,Percent of adults aged 18 years and older who have obesity,31.3,737.0,,,High school graduate,,,
40709,2014,Kentucky,Percent of adults aged 18 years and older who have obesity,35.1,1388.0,,,,,"Less than $15,000",
40713,2012,Virginia,Percent of adults aged 18 years and older who have obesity,20.9,947.0,,,,,Data not reported,
40715,2012,New Jersey,Percent of adults aged 18 years and older who have obesity,24.1,9996.0,,,,,,Non-Hispanic White
40733,2012,Delaware,Percent of adults aged 18 years and older who have obesity,26.6,103.0,,,,,,2 or more races
40734,2013,Illinois,Percent of adults aged 18 years and older who have obesity,33.5,1627.0,,,High school graduate,,,
40740,2012,Arizona,Percent of adults aged 18 years and older who have obesity,21.6,1369.0,,,,,"$75,000 or greater",
40741,2011,California,Percent of adults aged 18 years and older who have obesity,15.3,6681.0,,,College graduate,,,
40748,2013,Maryland,Percent of adults aged 18 years and older who have obesity,25.5,1025.0,,25 - 34,,,,
40752,2012,Utah,Percent of adults aged 18 years and older who have obesity,21.8,1570.0,,25 - 34,,,,
40755,2011,Pennsylvania,Percent of adults aged 18 years and older who have obesity,31.6,4075.0,,,High school graduate,,,
40759,2013,South Carolina,Percent of adults aged 18 years and older who have obesity,34.2,952.0,,25 - 34,,,,
40777,2013,Hawaii,Percent of adults aged 18 years and older who have obesity,15.0,620.0,,18 - 24,,,,
40778,2013,Kansas,Percent of adults aged 18 years and older who have obesity,18.1,1287.0,,18 - 24,,,,
40784,2015,California,Percent of adults aged 18 years and older who have obesity,26.6,279.0,,,,,,2 or more races
40787,2015,Alaska,Percent of adults aged 18 years and older who have obesity,31.0,391.0,,,,,"$15,000 - $24,999",
40804,2011,Iowa,Percent of adults aged 18 years and older who have obesity,32.7,852.0,,35 - 44,,,,
40809,2014,North Carolina,Percent of adults aged 18 years and older who have obesity,29.7,6621.0,Total,,,,,
40824,2013,Alaska,Percent of adults aged 18 years and older who have obesity,24.5,353.0,,,,,"$25,000 - $34,999",
40828,2014,New Hampshire,Percent of adults aged 18 years and older who have obesity,31.3,1474.0,,,Some college or technical school,,,
40847,2014,Georgia,Percent of adults aged 18 years and older who have obesity,24.1,1430.0,,,,,"$75,000 or greater",
40852,2012,Arkansas,Percent of adults aged 18 years and older who have obesity,33.7,449.0,,25 - 34,,,,
40854,2011,Hawaii,Percent of adults aged 18 years and older who have obesity,24.4,3255.0,,,,Male,,
